tweet_id,text
1929881361956958718,"David Faitelson
@DavidFaitelson_
·
Jun 3
Solo en función de nuestra ignorancia podemos afirmar que un chico de 21 años ha fracasado. Pero, me gusta el “discurso” interno de 
@ISAACDELTOROx1
: “Volveré más fuerte”. Ello habla vehementemente de su espíritu competitivo…
33
30
546
29K"
1929634742259143095,"David Faitelson
@DavidFaitelson_
·
Jun 2
Y al día siguiente, Isaac del Toro sigue ganando.
Acaba de imponerse este lunes en un Critérium de estrellas (homenaje-demostración) celebrado en Pieve Di Soligo en el noreste de Italia. 
El pueblo entero le ha rendido homenaje al ciclista mexicano en el día de la Conmemoración
Show more
23
132
1.6K
50K"
1929502504405868735,"David Faitelson
@DavidFaitelson_
·
Jun 2
Ya”llovió”…
78
19
278
52K"
1929473625540706479,"David Faitelson
@DavidFaitelson_
·
Jun 2
No llores por mi, Cruz Azul…
68
70
4.7K
121K"
1929427087892402680,"David Faitelson
@DavidFaitelson_
·
Jun 2
El Color: “El Torito” llegó a Roma vestido de héroe… 

El deporte mexicano ha tenido en las últimas semanas uno de sus más grandes impactos de la historia: ¡Un ciclista de élite!
36
112
1K
40K"
1929419792257003974,"David Faitelson
@DavidFaitelson_
·
Jun 2
Vicente Sánchez ha hecho una magnífica labor…
Con un trofeo en la mano, es o sería ridículo que Cruz Azul prescindiera de él…
70
28
1K
72K"
1929419033121612087,"David Faitelson
@DavidFaitelson_
·
Jun 2
Cruz Azul: amo  y señor de la Concacaf…
32
124
3.9K
135K"
1929267784082452781,"David Faitelson
@DavidFaitelson_
·
Jun 1
Sin palabras…
142
77
1.9K
160K"
1929222762205168026,"David Faitelson
@DavidFaitelson_
·
Jun 1
Los gemelos Yates…
8
7
139
38K"
1932832025443979432,"David Faitelson
@DavidFaitelson_
·
Jun 11
El futbolista debe entender que su responsabilidad y compromiso van más allá de la cancha de juego…
Se deben a la comunidad y deben estar con ella en los momentos de mayor complejidad…
Darle la espalda o ignorarla, es una salida falsa…
394
208
1K
111K"
1932810979928130015,"David Faitelson
@DavidFaitelson_
·
Jun 11
60
15
276
34K"
1932756651502686661,"David Faitelson
@DavidFaitelson_
·
Jun 11
Copa Oro…¡Allá vamos!
56
25
291
33K"
1932741948248334432,"David Faitelson
@DavidFaitelson_
·
Jun 11
Un año para el Mundial 2026…
¿Hasta que ronda llega México?
Grupos
43.3%
16vos
24.8%
8vos
17.1%
4tos
14.9%
11,140 votes
·
Final results
118
15
78
59K"
1932635001092243609,"David Faitelson
@DavidFaitelson_
·
Jun 10
Mejoró México en funciones defensivas y supo tener cierto protagonismo al frente.
Me gustaron César Montes, Orbelín Pineda y Julián Quiñones…
Habrá que seguir trabajando…
91
17
411
62K"
1932633914704793825,"David Faitelson
@DavidFaitelson_
·
Jun 10
México supo sufrir, reaccionó y va a sacar un buen resultado ante Turquía…
38
9
507
64K"
